ts	imei	mwra	c.android.chrome	c.android.youtube	c.dogalize	c.android.gm	c.katana	c.UCMobile.intl	c.UCMobile.x86	c.raider	c.updateassist	c.android.vending
2018-05-05 10:23:00	3590433799317662337	1.00000	11.20247	12.20221	12.99229	15.23795	8.95259	47.64804	34.27189	84.37872	75.29209	95.35334
2018-05-05 10:24:00	863033069630348891	0.00000	9.70795	13.40926	13.48116	13.19843	13.04304	65.71150	53.73111	36.55158	1.73258	37.79097
2018-05-05 10:25:00	359043379931766361	1.00000	11.11260	14.02654	8.99242	8.74860	9.34117	35.44394	35.16968	43.75206	38.51752	81.20070
2018-05-05 10:26:00	3590433799317662469	0.00000	8.97961	10.66552	10.93779	7.22519	10.20541	54.96349	64.91546	13.25383	16.15837	87.59820
2018-05-05 10:27:00	3590433799317661321	1.00000	8.02285	12.51896	13.82290	10.01964	11.48350	29.09583	50.95650	7.44198	97.74820	98.95965
2018-05-05 10:28:00	359043379931766510	1.00000	8.80825	12.36737	15.16280	13.46967	13.00416	51.03225	48.37995	79.38625	75.77606	50.79417
2018-05-05 10:29:00	359043379931766585	1.00000	12.61018	10.62662	11.02991	12.59520	7.62006	27.92517	42.88112	84.31010	33.25321	52.03642
2018-05-05 10:30:00	863033069630348495	0.00000	11.69095	15.85130	11.11284	11.33095	10.03050	39.08103	59.07691	16.20828	17.31725	55.30757
2018-05-05 10:31:00	3590433799317662337	1.00000	15.62668	10.33401	11.36841	9.90669	8.56130	44.33995	41.25879	75.02875	23.28800	25.48141
2018-05-05 10:32:00	3590433799317662089	1.00000	18.24703	7.16562	11.03622	7.34322	5.47881	61.97853	21.80538	99.92694	12.75527	84.09165
2018-05-05 10:33:00	8630330696303481875	1.00000	13.69149	11.64143	8.13199	6.99680	8.43029	53.30789	55.22418	25.58631	37.70487	53.72238
2018-05-05 10:34:00	8630330696303481362	1.00000	13.07649	12.80531	7.10784	7.85173	6.13733	51.76228	52.56377	88.35042	90.44973	66.98903
2018-05-05 10:35:00	8630330696303481289	1.00000	13.07693	10.67980	9.48686	12.79999	9.71690	31.70288	44.79799	51.06195	87.54150	74.70581
2018-05-05 10:36:00	3590433799317662055	1.00000	10.47027	15.20162	8.36067	9.10081	9.36765	36.95602	67.01040	38.41510	95.50713	28.22157
2018-05-05 10:37:00	3590433799317661339	0.00000	4.37436	16.04785	14.37061	11.73330	6.88274	48.44117	25.14106	89.78223	40.25341	69.04791
2018-05-05 10:38:00	8630330696303481537	1.00000	10.79554	10.61882	15.22867	16.51150	7.38558	47.08641	37.21578	39.14407	34.63184	59.71109
2018-05-05 10:39:00	359043379931766445	0.00000	6.73876	7.96578	11.40251	8.20048	10.15846	33.89610	61.10450	58.09564	53.39238	61.43442
2018-05-05 10:40:00	8630330696303481461	1.00000	10.32233	16.42622	8.61393	10.88838	10.90250	49.60342	46.47356	4.18987	99.55332	70.55631
2018-05-05 10:41:00	863033069630348362	1.00000	13.86159	12.46896	7.61538	6.65374	9.22138	44.35805	35.25170	75.97765	81.26176	82.77259
2018-05-05 10:42:00	359043379931766817	0.00000	4.46034	13.34707	12.97971	10.16229	10.67745	58.22621	41.41421	14.81113	99.01222	28.25491
2018-05-05 10:43:00	863033069630348271	1.00000	10.61981	14.08428	9.64540	10.07240	14.37037	37.40983	7.24545	58.95456	30.21577	45.45073
2018-05-05 10:44:00	863033069630348347	1.00000	11.69345	7.76123	10.28586	14.83925	4.33873	36.40682	71.59756	41.05884	86.72636	33.58216
2018-05-05 10:45:00	863033069630348735	1.00000	11.87505	14.36546	9.44044	8.21590	9.59413	31.27997	61.98735	67.81040	24.70531	25.66269
2018-05-05 10:46:00	3590433799317662261	1.00000	6.26543	14.02863	13.88437	11.16143	13.27156	45.45965	39.55299	53.59083	16.55868	19.88796
2018-05-05 10:47:00	359043379931766866	0.00000	9.64510	11.88354	10.65021	8.05673	11.08923	37.10431	32.84576	97.19738	94.19596	23.37485
2018-05-05 10:48:00	8630330696303481248	0.00000	10.54226	13.65357	7.25026	11.45920	10.44434	50.51031	42.99005	29.02015	30.05121	75.43681
2018-05-05 10:49:00	3590433799317662485	1.00000	9.64761	10.96698	14.67860	15.28669	8.24464	45.09263	48.10630	82.39883	62.33829	88.20084
2018-05-05 10:50:00	3590433799317661214	1.00000	10.72731	14.50089	9.44361	12.24203	10.13405	62.32431	41.40444	30.82883	89.60119	46.57900
2018-05-05 10:51:00	3590433799317661073	0.00000	7.00804	12.09368	10.95990	12.22936	13.35768	52.70044	68.67423	79.62209	31.23677	27.96868
2018-05-05 10:52:00	359043379931766387	1.00000	12.26783	11.29068	9.24367	11.27813	8.57417	31.77245	42.61593	78.55323	22.85099	96.96737
2018-05-05 10:53:00	3590433799317661099	0.00000	7.42053	11.66485	12.52247	12.44035	11.56737	57.98502	43.02341	68.90588	15.29627	90.54694
2018-05-05 10:54:00	3590433799317662295	1.00000	13.21058	9.98490	9.67687	12.38484	7.40153	51.78958	52.93277	27.62346	46.38760	0.34015
2018-05-05 10:55:00	863033069630348016	1.00000	10.27048	12.97290	13.87910	13.27061	9.89230	52.74428	38.20480	71.32291	8.21627	33.27405
2018-05-05 10:56:00	3590433799317661644	0.00000	9.94915	9.88130	15.13620	14.33797	7.62463	47.99067	33.44201	67.03284	3.67792	35.52461
2018-05-05 10:57:00	3590433799317662170	1.00000	8.54931	16.65667	8.37778	10.25532	9.86407	57.02780	59.39748	28.03048	42.99704	74.38317
2018-05-05 10:58:00	8630330696303481206	1.00000	11.46503	12.99031	12.79298	16.55174	10.08990	46.32332	57.14482	59.75353	54.52744	13.74665
2018-05-05 10:59:00	359043379931766023	1.00000	14.29071	12.44749	12.51854	9.95077	9.66089	30.91337	51.71212	92.14339	17.61601	16.26362
2018-05-05 11:00:00	8630330696303482287	1.00000	10.24220	11.89350	9.85236	7.73603	8.42912	45.13167	54.01781	71.75138	23.66783	69.00980
2018-05-05 11:01:00	359043379931766965	1.00000	14.80282	12.47798	12.33871	10.42648	10.68217	42.87081	51.16633	24.42466	82.09135	5.72317
2018-05-05 11:02:00	863033069630348412	1.00000	16.33656	11.49521	12.73181	8.98156	7.48141	31.40513	43.33059	50.52793	93.47724	68.49519
2018-05-05 11:03:00	3590433799317661487	0.00000	5.66854	10.73352	10.06551	8.32871	9.72270	31.45442	52.31075	47.26763	78.56019	63.87609
2018-05-05 11:04:00	8630330696303481370	1.00000	12.97246	15.82295	13.60060	11.32145	9.52910	34.35357	37.74930	11.00405	47.56311	5.65414
2018-05-05 11:05:00	863033069630348917	1.00000	16.25559	10.41939	12.80974	11.74083	9.04013	58.06549	43.52316	69.12110	69.18185	59.69982
2018-05-05 11:06:00	359043379931766916	0.00000	12.51077	10.77329	10.26326	10.46012	11.81897	40.40309	42.27838	83.44056	69.09021	53.69516
2018-05-05 11:07:00	3590433799317661792	0.00000	15.85365	10.93720	6.90378	5.19750	6.12421	46.96707	65.86251	32.48198	68.04245	46.28450
2018-05-05 11:08:00	8630330696303481321	0.00000	8.63745	10.46175	13.37699	11.83983	12.79345	62.34100	65.09829	80.73281	77.50652	21.30668
2018-05-05 11:09:00	3590433799317662063	0.00000	6.79253	13.19055	8.61836	11.23666	11.84977	39.73647	42.75476	81.66133	36.71193	94.01312
2018-05-05 11:10:00	863033069630348354	1.00000	15.00159	14.48992	14.37757	9.54086	9.56090	57.07628	40.44712	23.11338	57.17404	25.74807
2018-05-05 11:11:00	3590433799317661081	1.00000	11.36261	14.57993	9.62838	8.34394	8.90832	38.23779	51.67022	61.55765	72.41033	68.28890
2018-05-05 11:12:00	8630330696303481255	0.00000	12.26242	16.19770	7.88476	10.23967	9.39881	41.67156	38.81172	67.88064	44.76339	39.18240
2018-05-05 11:13:00	8630330696303481875	1.00000	8.85328	14.76477	9.64723	10.98162	9.96002	45.28997	57.47730	68.71312	95.41571	58.42095
2018-05-05 11:14:00	359043379931766437	1.00000	13.06486	8.33008	10.56047	12.42639	6.43377	63.50826	44.07937	70.36435	18.10903	96.61649
2018-05-05 11:15:00	3590433799317661404	1.00000	5.31038	13.16295	10.64478	10.41638	11.81545	40.48910	41.09600	72.06764	28.69676	53.30317
2018-05-05 11:16:00	359043379931766346	1.00000	11.07434	12.48959	9.76481	9.33575	9.64051	58.87575	53.27405	94.12014	76.29154	29.44263
2018-05-05 11:17:00	3590433799317661214	1.00000	12.02463	8.39175	11.00503	13.07669	5.33688	67.73191	52.18841	8.20176	73.41390	62.53754
2018-05-05 11:18:00	8630330696303482014	1.00000	9.99407	15.88989	13.93716	13.88165	12.28909	19.02984	62.87709	86.17940	31.24408	85.44118
2018-05-05 11:19:00	359043379931766114	1.00000	12.82705	13.40710	8.21948	9.02324	10.39357	47.38262	15.83201	33.33348	0.78610	18.24667
2018-05-05 11:20:00	3590433799317662220	1.00000	11.54969	13.48068	7.57966	5.95674	8.11761	46.71402	52.06232	28.77792	96.38159	93.54830
2018-05-05 11:21:00	8630330696303482279	1.00000	9.88893	11.76885	8.16524	9.18900	9.52204	47.70766	59.18830	12.88565	74.18660	49.12564
2018-05-05 11:22:00	8630330696303481586	1.00000	9.87424	11.82922	14.96362	12.72452	5.31742	58.58504	63.63652	92.98911	79.79717	83.82354
2018-05-05 11:23:00	3590433799317662055	0.00000	11.23713	13.39839	11.21708	12.62326	14.17965	58.98495	31.70525	19.88637	91.96989	21.80788
2018-05-05 11:24:00	863033069630348594	1.00000	11.99704	11.66679	12.63757	14.46896	7.85940	47.99189	59.82182	60.18845	93.21970	7.60497
2018-05-05 11:25:00	8630330696303482436	1.00000	7.12211	13.94381	10.95966	10.48734	8.39416	75.70472	45.64900	34.89748	95.86166	27.59998
2018-05-05 11:26:00	3590433799317662485	1.00000	9.26051	14.48255	14.01623	14.68140	12.03841	59.35618	34.85231	3.68642	1.30179	33.24210
2018-05-05 11:27:00	3590433799317662410	0.00000	7.84311	12.40987	12.41016	6.63527	12.48381	42.17066	43.91511	41.33788	91.52974	67.83556
2018-05-05 11:28:00	359043379931766940	1.00000	11.35468	12.04927	11.49348	11.72489	9.32518	46.12317	59.20999	93.80043	32.41721	13.33491
2018-05-05 11:29:00	8630330696303482493	0.00000	8.58465	12.91184	12.63376	7.90798	14.42628	67.34317	25.18316	13.18915	4.06660	34.07887
2018-05-05 11:30:00	863033069630348115	0.00000	9.46713	10.53328	11.61872	8.55872	13.18983	52.20429	47.17709	61.65903	21.92597	73.67778
2018-05-05 11:31:00	8630330696303482477	0.00000	7.42410	11.31383	8.74987	9.57773	11.44342	66.93248	42.50832	29.92457	23.83803	9.60600
2018-05-05 11:32:00	8630330696303482089	1.00000	11.02170	12.65206	10.03200	12.22675	9.71744	35.14626	38.94036	5.42666	93.50074	23.88275
2018-05-05 11:33:00	3590433799317661271	1.00000	15.22890	9.35147	6.33154	6.01802	4.32392	39.43367	37.79750	33.66542	94.74300	7.76010
2018-05-05 11:34:00	3590433799317661784	0.00000	4.22363	10.08133	11.25019	12.26071	10.91408	64.36248	56.46002	0.32969	14.06575	37.70254
2018-05-05 11:35:00	3590433799317662212	0.00000	5.93736	12.04145	11.02194	10.36942	10.42475	31.86796	57.05086	7.37556	81.31880	58.05551
2018-05-05 11:36:00	8630330696303481271	0.00000	12.07377	14.05457	11.58987	11.26626	8.92042	13.17963	62.88594	62.89464	14.42669	13.71079
2018-05-05 11:37:00	8630330696303482303	1.00000	12.85165	15.50306	8.53977	6.38707	7.62490	72.59118	31.96434	27.15161	1.96745	94.11124
2018-05-05 11:38:00	359043379931766478	1.00000	6.98578	11.94086	16.45403	6.98258	14.86996	41.86114	47.74180	47.50418	10.16697	41.70258
2018-05-05 11:39:00	863033069630348875	0.00000	8.58855	14.22069	9.96195	13.09136	7.12296	37.11435	49.10848	29.49375	55.39602	5.34077
2018-05-05 11:40:00	359043379931766189	0.00000	8.56499	11.52259	14.82654	14.92540	11.03777	21.85146	37.73829	52.88199	85.64840	92.25821
2018-05-05 11:41:00	863033069630348248	1.00000	9.39442	13.52408	13.67028	10.49828	11.95108	38.27006	30.02595	82.66172	35.21601	7.71317
2018-05-05 11:42:00	863033069630348974	0.00000	8.91422	9.56272	16.19685	7.65424	15.13198	58.75280	40.38154	80.20796	26.09166	17.42128
2018-05-05 11:43:00	8630330696303481982	1.00000	12.34858	13.83421	12.68567	12.85837	10.66405	54.98414	40.03833	60.03890	67.49715	34.58443
2018-05-05 11:44:00	3590433799317662030	1.00000	11.57513	11.96546	9.33645	10.35044	8.01303	18.71637	54.96456	48.52357	45.47643	26.93677
2018-05-05 11:45:00	863033069630348743	1.00000	9.24146	14.13124	10.51395	13.55160	9.71952	46.54646	42.70658	38.40685	63.77297	47.90680
2018-05-05 11:46:00	3590433799317661461	0.00000	8.97809	14.65967	11.42581	12.34143	12.30179	51.78510	42.94104	14.71971	85.68074	52.54331
2018-05-05 11:47:00	863033069630348818	1.00000	13.58629	13.56457	12.90359	11.07205	9.32349	56.97764	51.18426	34.35810	96.17344	58.13876
2018-05-05 11:48:00	3590433799317662352	1.00000	9.33008	15.61386	10.07027	11.51007	12.43044	31.69941	48.14571	39.58276	80.59965	63.76851
2018-05-05 11:49:00	359043379931766320	1.00000	11.14431	11.19783	9.31424	13.73529	5.70102	36.57846	54.65221	50.91223	87.49396	26.04686
2018-05-05 11:50:00	8630330696303482048	1.00000	14.30756	10.30353	14.30760	11.72221	8.74072	50.58809	45.59673	25.60367	27.67927	43.34963
2018-05-05 11:51:00	3590433799317662105	1.00000	13.14979	13.22003	12.39194	10.80178	9.82844	50.12838	66.17193	3.56388	37.50151	19.11234
2018-05-05 11:52:00	3590433799317662089	1.00000	13.27763	10.35949	14.63765	10.26029	6.68500	57.54582	49.05507	23.30490	82.86280	45.13106
2018-05-05 11:53:00	863033069630348354	1.00000	9.93738	13.93479	12.97066	9.40342	12.54493	31.80853	59.34914	33.67730	40.64451	45.69324
2018-05-05 11:54:00	8630330696303482428	0.00000	7.86493	10.90424	12.33280	6.26591	10.10939	50.63396	51.36260	56.64288	89.87561	26.86372
2018-05-05 11:55:00	863033069630348594	0.00000	8.64337	11.57848	10.72587	9.82694	14.05125	58.10535	42.84743	10.50961	8.52087	30.88116
2018-05-05 11:56:00	359043379931766700	0.00000	9.28948	13.95714	14.19572	15.07315	10.47937	41.47981	65.43248	97.03509	53.78878	63.94838
2018-05-05 11:57:00	3590433799317661511	1.00000	14.22884	11.68436	7.08028	8.01905	5.50030	57.54278	57.97554	4.33633	1.40981	61.02516
2018-05-05 11:58:00	359043379931766825	1.00000	13.12973	14.68104	9.28312	8.85611	10.34434	58.63402	50.70665	18.75214	97.43981	45.05986
2018-05-05 11:59:00	359043379931766056	0.00000	13.43041	13.25738	9.86033	7.29696	6.35923	29.19595	59.18613	33.34033	11.15985	50.78647
2018-05-05 12:00:00	3590433799317662055	1.00000	12.10177	11.17565	9.12653	9.42771	8.41290	43.44180	51.31286	92.20427	97.10616	50.12033
2018-05-05 12:01:00	8630330696303482428	0.00000	7.25325	14.03927	12.47571	5.57223	15.10912	57.02733	48.28968	50.20827	89.53839	65.33544
2018-05-05 12:02:00	3590433799317661487	0.00000	8.24588	15.48368	13.73744	9.60294	10.86381	41.23075	36.00944	61.48596	10.08311	54.17347
2018-05-05 12:03:00	863033069630348917	1.00000	9.21671	14.07502	8.23399	11.14693	12.09869	44.79110	39.72964	9.38792	7.52763	78.46364
2018-05-05 12:04:00	3590433799317661149	0.00000	5.16272	12.37362	14.07414	12.31159	12.44308	37.33413	32.71559	13.75108	48.70399	87.93545
2018-05-05 12:05:00	863033069630348644	1.00000	12.12302	15.18649	12.64683	12.09865	11.12561	34.49168	34.19971	10.42395	61.55222	18.36606
2018-05-05 12:06:00	8630330696303481693	0.00000	9.62827	9.41476	12.04935	9.23795	12.71616	25.71653	50.06258	3.66454	18.55326	36.37805
2018-05-05 12:07:00	8630330696303481727	1.00000	12.77199	12.78711	8.19040	9.13692	7.92765	35.47164	31.12574	82.01777	76.44376	40.61908
2018-05-05 12:08:00	8630330696303482089	1.00000	13.10857	9.06113	10.64423	10.71683	4.66035	42.20420	71.92069	18.06288	32.14639	71.50477
2018-05-05 12:09:00	8630330696303481503	1.00000	13.94697	10.68290	6.53325	7.18030	8.01406	29.48574	53.41323	99.07707	50.13017	82.17582
2018-05-05 12:10:00	3590433799317661370	0.00000	13.92368	12.08497	13.69533	9.92135	8.71116	32.86908	50.40836	33.64859	8.86728	40.46868
2018-05-05 12:11:00	3590433799317661750	0.00000	9.20323	15.34787	9.57969	12.59398	13.21092	50.75860	56.91993	39.43585	45.97913	29.74200
2018-05-05 12:12:00	863033069630348545	0.00000	9.90088	10.90066	12.28805	6.46663	9.98663	24.06855	47.90919	24.41424	88.21362	29.76898
2018-05-05 12:13:00	359043379931766270	1.00000	13.00911	11.48484	8.46109	9.50315	9.12526	52.23068	58.01555	7.37006	18.43432	2.59039
2018-05-05 12:14:00	359043379931766437	1.00000	12.30456	10.31947	6.79639	7.82074	8.50544	35.34729	44.35253	67.92003	51.47611	37.25145
2018-05-05 12:15:00	3590433799317661719	0.00000	11.72633	12.45102	12.49260	14.18992	13.25402	40.66131	26.54680	86.39528	21.06395	32.62615
2018-05-05 12:16:00	8630330696303482147	1.00000	13.30125	11.08813	14.30106	14.05808	9.25434	39.30988	12.52485	50.75204	65.78001	88.68404
2018-05-05 12:17:00	863033069630348537	0.00000	7.79805	12.48091	13.95647	6.13448	13.72037	33.32273	49.11883	88.55020	37.74018	75.81055
2018-05-05 12:18:00	359043379931766023	0.00000	10.25819	11.96148	13.82810	7.69197	10.31719	41.24201	69.31556	91.86220	27.98494	42.48667
2018-05-05 12:19:00	8630330696303482089	1.00000	10.18964	12.39910	8.99846	8.97506	8.84157	54.38780	32.86449	3.20104	3.39317	89.79359
2018-05-05 12:20:00	3590433799317661727	1.00000	15.87171	8.92605	11.41609	14.06074	8.00481	44.39448	63.15597	99.87048	31.11128	87.69792
2018-05-05 12:21:00	3590433799317662154	0.00000	10.84250	14.32792	12.05782	13.80252	10.56188	50.17958	65.97252	8.73872	25.37007	34.86804
2018-05-05 12:22:00	359043379931766411	0.00000	12.62207	14.14336	9.14025	13.46909	13.45220	49.63635	70.75941	91.77842	37.52295	78.81731
2018-05-05 12:23:00	8630330696303482139	1.00000	13.91102	13.01550	13.74436	12.67322	11.87029	44.50686	52.65430	47.17590	53.96750	61.70230
2018-05-05 12:24:00	8630330696303481735	1.00000	9.46900	13.56247	9.69332	9.17698	8.34994	59.44423	40.85211	34.02605	39.50190	55.10647
2018-05-05 12:25:00	359043379931766288	1.00000	15.52699	12.29987	8.26103	7.76807	7.58237	41.54666	59.47027	72.32238	43.93473	12.27627
2018-05-05 12:26:00	3590433799317662030	0.00000	6.90020	12.31945	8.08763	14.02164	11.04763	48.43991	32.68899	28.60089	62.71934	75.84948
2018-05-05 12:27:00	8630330696303481115	1.00000	14.09595	16.71939	15.85788	8.99428	12.61153	31.20024	30.94833	50.28188	43.54795	94.36980
2018-05-05 12:28:00	8630330696303481800	0.00000	6.18446	10.95970	10.30380	8.30733	13.17506	25.29664	40.69349	41.37660	50.12468	24.88571
2018-05-05 12:29:00	8630330696303481594	1.00000	12.43811	12.15530	6.99786	7.74635	7.16786	25.23657	51.41697	24.59625	76.49731	41.77068
2018-05-05 12:30:00	863033069630348214	1.00000	12.64047	9.93565	11.46290	6.31827	7.58060	47.90651	42.07884	70.22687	11.03121	29.54656
2018-05-05 12:31:00	3590433799317661131	1.00000	13.67975	9.10930	11.71051	14.42634	5.56597	57.75727	46.99153	36.02293	31.95246	27.03612
2018-05-05 12:32:00	359043379931766502	1.00000	8.61304	15.80248	9.37651	12.36391	11.61497	56.02618	31.28911	5.04739	75.86477	32.50897
2018-05-05 12:33:00	8630330696303482220	1.00000	15.24649	10.57170	9.93391	10.04481	6.72051	57.17038	65.35632	25.58122	54.25714	82.49485
2018-05-05 12:34:00	359043379931766452	1.00000	13.27256	11.52466	9.30673	7.37196	11.24390	33.76011	25.80049	13.61489	91.32234	39.84749
2018-05-05 12:35:00	3590433799317662287	1.00000	13.54947	7.22503	6.58734	8.43488	10.02526	48.37244	46.72856	88.57076	96.86903	39.87822
2018-05-05 12:36:00	3590433799317661107	1.00000	13.62319	8.04542	6.55011	6.26642	7.57800	44.61886	47.17723	6.89158	50.06810	55.73478
2018-05-05 12:37:00	3590433799317661024	0.00000	6.12173	12.85412	11.99753	10.99644	10.70912	34.54491	71.36223	29.41250	45.74019	0.94366
2018-05-05 12:38:00	3590433799317662246	0.00000	6.72266	10.78155	13.62115	6.40040	9.72546	46.81025	60.34451	99.97405	66.01275	68.73496
2018-05-05 12:39:00	863033069630348941	1.00000	11.03169	14.77915	12.66579	13.33971	10.22989	36.11992	39.49820	87.90269	39.95099	49.10625
2018-05-05 12:40:00	863033069630348065	1.00000	16.14700	9.33990	9.03162	6.07232	6.34041	34.51653	42.83514	59.41156	82.08149	82.06212
2018-05-05 12:41:00	3590433799317662048	0.00000	12.98643	13.36095	13.10136	7.10393	15.24751	35.62378	57.66810	47.18229	81.93529	91.38418
2018-05-05 12:42:00	3590433799317661222	1.00000	10.93473	11.40452	13.19198	9.42094	12.11321	31.88533	55.10601	35.16712	70.53044	27.28649
2018-05-05 12:43:00	863033069630348172	1.00000	13.93637	11.41955	9.74708	11.29536	8.87240	58.70075	35.77031	55.85709	66.43226	95.33463
2018-05-05 12:44:00	863033069630348768	1.00000	12.87024	14.28075	9.64212	9.42682	8.65954	41.04581	63.16124	0.64172	69.89857	63.24715
2018-05-05 12:45:00	863033069630348834	1.00000	11.31190	11.23956	11.03491	9.96865	9.00380	38.72287	74.32444	3.49867	97.24935	23.83128
2018-05-05 12:46:00	863033069630348388	0.00000	7.69157	14.02327	13.62698	10.90043	13.46825	61.38016	25.72297	84.18514	20.63865	55.13870
2018-05-05 12:47:00	8630330696303481305	1.00000	9.96699	13.50347	12.00760	12.87118	11.46870	51.69732	32.65107	75.74068	70.30939	65.64272
2018-05-05 12:48:00	3590433799317661370	1.00000	10.42998	10.98358	10.60879	14.21407	7.64043	41.10619	74.51961	0.81277	32.41406	90.91434
2018-05-05 12:49:00	863033069630348644	1.00000	16.05581	9.94785	9.05261	8.81247	8.78602	37.58164	55.98724	34.45409	8.34727	58.83089
2018-05-05 12:50:00	863033069630348867	0.00000	10.14918	11.98091	12.29823	13.01231	11.22792	51.30675	46.85515	47.53277	9.70389	64.73147
2018-05-05 12:51:00	863033069630348180	0.00000	6.20864	11.54868	13.82243	10.15579	10.12012	5.95666	43.28091	26.30921	94.63640	23.91828
2018-05-05 12:52:00	863033069630348008	0.00000	8.35542	15.55511	8.61887	8.77643	14.56813	55.20739	72.22791	76.83805	38.10674	85.95602
2018-05-05 12:53:00	3590433799317662444	1.00000	15.46563	11.34697	7.30230	6.17649	5.63996	34.65266	36.25441	1.17289	5.08064	49.24281
2018-05-05 12:54:00	3590433799317662105	1.00000	15.68692	12.57436	12.82670	6.92738	10.24715	47.66054	72.79387	14.75663	65.73803	87.99289
2018-05-05 12:55:00	3590433799317661586	1.00000	11.29769	9.45525	10.61978	8.94574	10.65695	60.39026	45.80290	73.02804	68.17353	92.42730
2018-05-05 12:56:00	8630330696303481628	0.00000	9.18988	13.40985	15.34171	16.58733	11.38293	35.39814	33.53073	68.10288	38.48755	88.28537
2018-05-05 12:57:00	8630330696303481537	0.00000	9.29206	9.80632	11.14610	13.44309	11.95277	51.86729	66.72006	48.45834	99.44974	96.34401
2018-05-05 12:58:00	863033069630348321	1.00000	6.09560	12.34303	12.49877	12.14514	12.31176	49.94059	62.50849	62.37805	77.80475	20.61251
2018-05-05 12:59:00	8630330696303481941	1.00000	11.48509	12.52765	7.51498	10.30890	10.36563	49.71559	28.01112	41.22654	40.00652	63.58692
2018-05-05 13:00:00	8630330696303482105	0.00000	12.35636	14.34900	12.52495	12.53151	11.50098	47.56094	44.73550	9.74018	7.16352	7.31596
2018-05-05 13:01:00	8630330696303481719	1.00000	9.45473	15.31580	12.65482	13.53802	11.15871	46.48551	41.32923	6.81225	35.55877	63.96925
