ts	imei	mwra	p.android.externalstorage	p.system	p.android.packageinstaller	p.android.settings	p.android.chrome	p.android.gm	p.android.documentsui	p.process.gapps	p.gms.persistent	p.notifier	p.olauncher	p.dogalize	p.android.gms	p.simulator	p.katana	p.inputmethod.latin	p.browser.provider	p.android.defcontainer	p.android.vending	p.google
2018-05-05 10:24:00	863033069630348891	0.00000	6.32471	12.85799	12.90956	8.20612	8.86795	9.32033	8.99728	0.00185	22.55767	47.59532	58.84162	74.19653	14.83720	18.34959	50.97141	61.63407	68.75050	27.61497	60.14449	74.05713
2018-05-05 10:25:00	359043379931766361	1.00000	12.93954	8.80391	15.24328	10.46414	8.16328	9.75508	9.88686	0.00685	51.53340	37.58305	53.10757	82.05424	92.77617	28.90422	25.29738	5.54032	69.80181	50.18284	38.88258	95.41907
2018-05-05 10:26:00	3590433799317662469	0.00000	10.25361	11.21426	8.71582	7.87201	9.28191	12.89220	11.55973	0.00090	33.85050	64.05909	56.61357	96.92193	17.41841	86.33477	72.62768	6.25610	15.08332	9.13850	26.79894	51.65802
2018-05-05 10:27:00	3590433799317661321	1.00000	13.18538	12.46469	14.63421	11.14700	6.63798	5.31067	7.70701	0.00042	43.09632	42.58446	42.23072	37.63523	19.44520	12.11856	14.71269	51.96559	99.97926	34.69175	65.01942	65.77383
2018-05-05 10:28:00	359043379931766510	1.00000	9.78768	13.42283	11.91201	10.18849	10.76186	13.31773	9.41386	0.00084	33.32276	61.85817	60.70478	13.94459	33.61359	3.56281	52.80628	57.29553	34.48387	88.41628	47.09456	21.81909
2018-05-05 10:29:00	359043379931766585	1.00000	12.34086	11.22813	8.03314	9.30538	13.18816	8.85350	7.19182	0.03049	61.63304	58.85339	34.02124	68.16932	35.30940	49.06634	18.84318	67.46379	49.51188	24.55614	95.68803	48.50791
2018-05-05 10:30:00	863033069630348495	0.00000	10.82792	10.95675	11.26256	7.36151	11.44882	14.24534	12.44450	0.01222	27.55728	41.86703	67.93508	78.05935	84.65699	78.49984	75.91831	34.74556	66.74768	51.90320	2.59249	81.18239
2018-05-05 10:31:00	3590433799317662337	1.00000	12.02446	11.35542	7.94620	7.30396	15.51449	9.07734	5.21527	0.61966	46.88104	51.07873	53.11624	54.90492	76.34732	74.89754	86.24106	24.73935	16.27162	47.36558	79.87442	66.22996
2018-05-05 10:32:00	3590433799317662089	1.00000	12.17576	14.63322	6.07894	10.76586	15.69928	9.91985	8.83664	8.51268	36.54425	41.21275	86.65826	75.68567	12.21554	30.47032	12.46761	38.61847	7.73874	44.21443	45.14751	71.72373
2018-05-05 10:33:00	8630330696303481875	1.00000	12.17538	7.65771	10.81570	12.27716	8.09910	6.26167	8.32647	0.08963	46.21450	49.94334	37.49974	74.22025	5.03959	13.68836	76.41991	95.61610	61.93094	43.55745	70.58734	70.39347
2018-05-05 10:34:00	8630330696303481362	1.00000	12.44368	7.35574	7.85502	12.48789	8.18126	9.16689	10.65307	0.04852	58.19224	67.47675	48.81380	16.27219	59.21609	57.74637	90.79288	41.88265	71.34892	4.66366	2.77881	28.93613
2018-05-05 10:35:00	8630330696303481289	1.00000	11.72283	11.44482	10.43275	9.26615	13.21464	9.67662	8.89782	0.04852	44.49683	29.17855	68.86054	36.86768	20.28536	51.26649	2.28450	2.72544	95.80004	34.98850	86.93021	73.82713
2018-05-05 10:36:00	3590433799317662055	1.00000	6.58296	9.08187	8.28387	15.14634	3.56754	6.13082	9.08764	0.00368	49.40654	37.88146	63.04153	53.71187	1.33735	70.37540	55.62997	96.37875	53.86933	55.51812	23.95318	34.37822
2018-05-05 10:37:00	3590433799317661339	0.00000	7.89692	10.12816	11.18587	13.07110	4.95831	15.12649	13.73979	0.00011	50.06625	49.07272	27.68874	15.62555	64.94719	48.67183	47.02722	5.23420	21.75327	58.52062	62.13270	29.07492
2018-05-05 10:38:00	8630330696303481537	1.00000	13.86694	13.33923	8.07865	7.24030	10.57587	8.81115	7.30893	0.00500	57.99155	62.68081	33.28376	90.78390	68.46097	5.56962	95.66112	89.12822	24.02403	21.33376	60.54481	23.47030
2018-05-05 10:39:00	359043379931766445	0.00000	14.25884	12.87023	9.37460	11.47115	9.98434	9.99233	11.10571	0.00029	35.88370	66.73111	48.59736	51.92793	91.45737	94.75112	80.02187	45.41647	60.53806	55.98894	93.57032	66.59902
2018-05-05 10:40:00	8630330696303481461	1.00000	11.60715	7.79924	12.16750	12.21617	8.55632	11.47920	10.50749	0.00324	59.83446	48.77969	37.52209	70.95857	41.36219	12.89319	82.17478	51.11662	35.67478	20.31569	96.13991	49.49884
2018-05-05 10:41:00	863033069630348362	1.00000	12.06764	8.40248	11.40263	12.27854	9.77662	8.15619	7.23451	0.10618	49.39216	58.52146	51.51040	7.76923	48.99224	30.89821	82.06702	61.64347	99.83389	33.94527	43.15689	45.79907
2018-05-05 10:42:00	359043379931766817	0.00000	6.89127	12.59924	12.28948	11.94065	5.84336	11.43292	8.84327	0.00014	58.06078	44.03433	63.94215	83.45928	46.49202	57.67757	77.54318	48.61088	34.23987	88.94317	22.53060	58.36916
2018-05-05 10:43:00	863033069630348271	1.00000	7.98160	8.06871	13.39620	13.47308	4.78831	6.96883	9.64694	0.00419	51.69039	51.04915	38.77008	55.67689	19.47632	48.48770	50.60827	78.00983	66.29606	72.71258	42.49804	75.39779
2018-05-05 10:44:00	863033069630348347	1.00000	10.83970	12.30178	7.75612	9.59542	13.25446	10.51947	9.15506	0.01230	23.16612	39.85600	72.67571	17.34958	91.92322	82.37872	70.02995	90.26963	19.16229	67.49769	73.05019	7.34966
2018-05-05 10:45:00	863033069630348735	1.00000	12.64885	8.40279	13.61397	11.61924	8.46245	7.47644	9.36719	0.01470	45.13306	47.22066	44.67059	34.95118	84.42752	73.77378	66.62540	53.11940	24.42707	84.04706	73.19420	15.54058
2018-05-05 10:46:00	3590433799317662261	1.00000	14.90785	12.91459	10.60879	5.76016	11.31230	15.64701	13.36838	0.00016	65.60555	64.89981	57.26276	64.57194	81.50189	58.28286	44.66292	61.80272	89.97124	33.89935	51.44110	79.17239
2018-05-05 10:47:00	359043379931766866	0.00000	12.20030	14.31260	8.16422	12.11768	5.43068	12.17962	12.17451	0.00170	64.01302	42.90704	36.49684	28.21557	14.54680	55.75164	40.15283	70.43611	52.09951	78.46949	13.88278	50.82196
2018-05-05 10:48:00	8630330696303481248	0.00000	12.04489	12.58135	9.23372	8.89569	10.16381	12.67141	16.07069	0.00397	34.72215	41.89112	64.81755	51.37088	48.32057	48.19400	82.17154	10.18956	5.44914	12.67304	29.61916	8.72006
2018-05-05 10:49:00	3590433799317662485	1.00000	13.45696	12.25712	9.48352	6.49266	12.59802	11.72846	7.88613	0.00166	47.17732	48.17242	57.05798	69.00593	76.36416	13.51367	67.33228	98.14083	78.24780	1.36424	78.95611	97.31300
2018-05-05 10:50:00	3590433799317661214	1.00000	9.35472	11.14441	9.13047	8.68533	12.99175	9.61004	11.10499	0.00484	53.51123	52.78073	47.00439	33.77688	80.13664	49.40538	48.78932	53.44679	65.82226	51.98011	85.24124	83.05107
2018-05-05 10:51:00	3590433799317661073	0.00000	8.54256	11.45071	12.07042	7.22480	7.03205	9.83009	9.00085	0.00031	57.15964	58.87984	35.75051	1.13561	31.22762	88.12979	53.50651	2.58948	60.94144	98.56116	69.62774	27.81847
2018-05-05 10:52:00	359043379931766387	1.00000	11.40388	11.63006	6.79258	8.07192	14.81266	9.15557	9.78844	0.02171	63.81406	44.90311	48.44324	15.44818	46.47644	78.79234	63.54614	82.56269	10.37021	20.86275	81.42235	82.18569
2018-05-05 10:53:00	3590433799317661099	0.00000	11.42614	11.47181	9.15622	6.97073	7.43889	14.14299	8.49924	0.00023	64.57454	42.04267	54.79373	47.66917	97.00885	26.28792	15.60675	56.59770	53.07785	36.24531	89.87788	77.55178
2018-05-05 10:54:00	3590433799317662295	1.00000	12.16890	12.87765	8.03717	9.06158	12.66949	8.92993	9.78267	0.05543	59.94984	44.46043	46.55363	61.18571	73.18709	56.65293	14.98229	61.80468	78.04130	6.49095	61.66493	29.83386
2018-05-05 10:55:00	863033069630348016	1.00000	13.39649	14.44375	7.35521	9.41060	11.59488	8.98396	12.93302	0.00311	69.58634	51.41594	60.59708	37.76315	94.26025	91.51581	98.59273	34.59210	54.32764	43.08636	62.70091	3.73892
2018-05-05 10:56:00	3590433799317661644	0.00000	15.85170	13.39864	6.49185	6.83449	13.03602	10.13182	8.39774	0.00229	44.68437	48.92394	34.81892	73.91327	87.10282	73.07413	41.89251	67.51335	12.16132	77.41576	49.71947	2.42719
2018-05-05 10:57:00	3590433799317662170	1.00000	13.70726	8.73147	9.33708	6.01928	13.42193	6.14527	11.05752	0.00081	72.01195	54.72910	42.60166	43.42711	32.03621	91.62201	18.62751	5.65251	0.14894	53.82940	5.85595	3.47169
2018-05-05 10:58:00	8630330696303481206	1.00000	7.88577	13.37619	10.97893	9.81241	10.11116	11.12990	9.45857	0.00974	55.13382	47.00603	46.23300	30.36704	39.77075	34.30624	82.38572	2.03336	10.90878	59.07955	84.60218	78.99079
2018-05-05 10:59:00	359043379931766023	1.00000	12.54838	11.60841	9.33435	9.25122	13.11168	9.74219	7.67652	0.16300	30.59959	34.31505	86.78322	39.67709	39.05140	96.27101	14.97147	36.67198	22.05016	94.11742	15.83235	1.77282
2018-05-05 11:00:00	8630330696303482287	1.00000	12.93564	7.69155	12.68923	9.81456	7.41460	8.66772	10.63189	0.00296	56.63418	51.26269	49.96198	92.54523	11.88936	95.93378	66.25943	46.69008	55.39127	18.57987	46.69689	79.68217
2018-05-05 11:01:00	359043379931766965	1.00000	14.55757	11.31002	8.44285	11.29362	12.50059	5.33756	6.56586	0.27194	61.01781	44.80073	65.99278	26.49923	82.82301	90.32114	82.50420	9.23449	38.79992	22.77779	27.01441	94.13638
2018-05-05 11:02:00	863033069630348412	1.00000	11.28008	12.60844	10.33106	10.99629	12.87746	9.33557	6.89237	1.26008	65.97802	52.08323	49.55691	13.52914	20.54979	13.62137	48.94805	84.25236	14.99460	81.70949	70.03741	25.37222
2018-05-05 11:03:00	3590433799317661487	0.00000	15.88905	11.65305	8.22398	10.87127	8.52133	12.22988	13.77218	0.00012	43.28905	33.87100	71.41951	48.84799	48.46585	61.47659	57.94557	74.43390	48.14633	26.53509	58.37077	52.52636
2018-05-05 11:04:00	8630330696303481370	1.00000	12.17771	12.65647	9.65188	9.57898	9.77243	5.88721	9.28117	0.04366	43.54066	52.41988	43.05952	75.48967	38.16486	83.03460	57.61770	95.87922	45.01505	20.83065	46.10304	53.01147
2018-05-05 11:05:00	863033069630348917	1.00000	11.73710	14.89160	7.66296	10.64829	11.46983	8.40201	8.60456	1.16207	39.86055	52.43795	53.16246	32.81116	16.40011	6.68772	27.85465	13.68656	73.49042	63.63037	93.85067	42.83081
2018-05-05 11:06:00	359043379931766916	0.00000	4.75342	15.89498	13.00316	10.09945	9.57961	11.82019	8.81884	0.02766	66.85956	67.82138	52.83301	1.78501	97.28991	65.73338	36.22787	89.56199	46.62296	81.54331	32.24491	43.74862
2018-05-05 11:07:00	3590433799317661792	0.00000	10.75012	9.65007	13.08159	13.61272	9.37018	7.10753	7.19832	0.77749	37.98928	44.08781	40.27146	11.96241	58.11909	69.95478	55.76580	25.18737	96.85701	99.42328	6.01444	52.76934
2018-05-05 11:08:00	8630330696303481321	0.00000	9.77402	10.08100	10.82394	10.17763	9.43490	9.36190	10.53405	0.00079	52.61280	34.77840	50.70111	20.08730	18.29826	23.69508	20.96505	66.23753	40.64782	72.38011	11.51208	27.71921
2018-05-05 11:09:00	3590433799317662063	0.00000	14.79746	11.50146	9.05045	6.81743	12.09286	14.56248	17.10311	0.00021	40.67294	55.17877	39.05886	7.49395	13.32406	70.53949	97.75366	95.46378	89.09298	37.70672	39.18889	20.26233
2018-05-05 11:10:00	863033069630348354	1.00000	9.64446	13.94384	6.88923	9.09686	13.34729	7.67785	8.03801	0.33168	63.54308	54.25483	26.27030	89.82024	21.15998	49.53169	2.96219	64.66509	7.15522	98.18576	73.64750	41.44138
2018-05-05 11:11:00	3590433799317661081	1.00000	12.32540	7.96875	12.66315	11.17592	9.61672	8.01413	9.23421	0.00883	54.25447	43.10400	33.39161	87.20131	94.53568	35.09146	34.30910	99.07901	71.31965	21.99314	65.35211	90.58454
2018-05-05 11:12:00	8630330696303481255	0.00000	12.68411	6.70789	11.17174	12.08984	11.12872	9.63201	7.78557	0.02150	49.92941	51.11062	48.36852	4.16840	35.98723	23.13887	85.82772	21.39470	79.62343	73.08336	83.18640	41.70242
2018-05-05 11:13:00	8630330696303481875	1.00000	15.41320	10.64984	7.70498	4.74760	13.51856	6.98739	11.81978	0.00088	49.95398	47.59766	55.32098	79.88570	57.71951	49.89280	68.51006	46.63628	50.43255	60.22762	41.20506	96.73473
2018-05-05 11:14:00	359043379931766437	1.00000	10.61643	14.45358	7.11719	8.21855	14.57424	12.15437	10.79021	0.04799	55.12731	50.43761	26.44771	97.47031	96.76347	47.33094	93.39742	11.56644	10.80829	70.25239	91.59474	21.79980
2018-05-05 11:15:00	3590433799317661404	1.00000	8.29571	11.57530	14.47128	7.54563	5.80757	11.99921	9.13869	0.00013	49.35622	46.77914	48.20542	91.54217	76.62725	43.46834	24.59890	87.54391	96.64223	38.03653	59.51580	14.21434
2018-05-05 11:16:00	359043379931766346	1.00000	9.26912	11.32433	11.44729	14.99229	5.02465	6.59087	8.89218	0.00667	36.51925	54.75536	41.18444	97.17705	20.11650	80.53623	84.52057	17.35706	64.95546	72.48795	44.56333	81.68350
2018-05-05 11:17:00	3590433799317661214	1.00000	13.77607	11.56839	9.32963	8.01104	13.42366	10.74067	6.89504	0.01704	64.28504	72.75260	64.71054	0.97654	42.01561	28.00986	66.13300	6.21323	45.10315	98.92581	26.65959	93.57564
2018-05-05 11:18:00	8630330696303482014	1.00000	14.19415	12.03175	9.07424	8.13875	9.74010	7.28671	8.48891	0.00232	27.71107	45.20944	46.83979	53.94286	9.53638	33.44006	18.75901	85.62386	24.27456	4.85445	97.07027	51.01474
2018-05-05 11:19:00	359043379931766114	1.00000	13.33025	6.02180	13.02199	11.04681	9.37744	8.58133	9.84399	0.03785	67.70443	53.14134	27.43985	22.73637	1.39068	92.59710	47.89941	60.45579	92.26564	66.63534	65.56903	32.02803
2018-05-05 11:20:00	3590433799317662220	1.00000	15.13397	6.98171	12.33705	7.31264	11.34939	12.58694	8.21555	0.01067	80.71028	41.20606	52.86433	63.88121	71.68528	30.14947	43.20982	18.96759	70.63156	78.48961	43.44273	67.68137
2018-05-05 11:21:00	8630330696303482279	1.00000	13.97088	6.53961	13.69127	9.46006	6.63045	11.11132	10.09254	0.00217	44.59670	49.76529	30.64983	28.64192	66.36692	47.47381	53.00072	76.20089	78.88990	77.07288	0.86940	13.07877
2018-05-05 11:22:00	8630330696303481586	1.00000	14.16773	11.62907	7.80886	7.52241	13.08317	8.99601	6.60338	0.00221	35.23283	61.88503	66.22828	62.45112	61.83892	95.82244	21.86810	93.24458	77.54730	31.74054	0.72095	89.83952
2018-05-05 11:23:00	3590433799317662055	0.00000	7.26493	11.10856	10.51527	7.47606	10.38851	10.40531	10.95476	0.00783	49.10641	23.95314	39.29335	62.52868	87.58985	92.87695	66.90858	97.54548	68.80558	28.07929	39.39042	61.95450
2018-05-05 11:24:00	863033069630348594	1.00000	9.98360	12.74331	9.86539	10.44120	11.60201	9.32865	10.55495	0.01652	47.47704	30.88508	67.07842	52.43370	30.53321	48.03262	72.16080	92.06896	13.64195	67.50506	42.93652	43.11886
2018-05-05 11:25:00	8630330696303482436	1.00000	7.58438	14.20356	12.82255	9.97465	7.23963	17.70678	11.07788	0.00023	53.91513	63.18154	44.54529	24.80632	9.78088	73.43505	92.08387	20.80346	13.15485	66.06813	0.94499	94.18413
2018-05-05 11:26:00	3590433799317662485	1.00000	14.77644	13.27912	8.63922	4.59475	10.59733	9.71082	9.14608	0.00120	29.94480	50.89190	55.30570	41.81992	13.43466	82.98490	6.94873	65.76124	41.81493	31.95099	74.79424	14.65352
2018-05-05 11:27:00	3590433799317662410	0.00000	12.24105	8.65311	12.55667	11.55134	8.61746	11.55053	8.22136	0.00039	73.80095	57.54019	43.09425	33.39578	48.39204	85.97759	11.88203	12.79430	50.66780	21.08405	15.44161	45.17924
2018-05-05 11:28:00	359043379931766940	1.00000	10.40140	7.70519	11.15251	13.69769	10.58173	8.65134	11.42402	0.00878	70.08900	54.39139	63.66298	31.66881	48.64770	18.63043	35.43769	6.63573	75.63862	90.77518	52.23720	44.39742
2018-05-05 11:29:00	8630330696303482493	0.00000	12.34249	12.67497	8.48053	5.55968	8.32535	13.03907	13.61975	0.00062	56.73774	31.88047	33.24021	22.47261	19.45026	4.45491	9.13339	43.82372	5.79859	70.32125	29.69088	42.48962
2018-05-05 11:30:00	863033069630348115	0.00000	10.50405	13.97785	13.86974	5.83347	10.06603	15.39343	9.24003	0.00140	56.85306	55.83947	40.83238	9.25476	99.52760	15.20105	81.59501	32.68318	62.64572	18.74021	64.54338	64.40339
2018-05-05 11:31:00	8630330696303482477	0.00000	14.40511	10.25887	10.05447	9.89660	11.74018	12.99476	12.25657	0.00023	59.58312	64.52599	40.48038	68.41541	25.05357	54.93627	57.64162	27.96719	97.71237	36.49706	5.34861	28.89003
2018-05-05 11:32:00	8630330696303482089	1.00000	12.86236	11.57508	8.11441	6.82986	13.77379	7.79778	11.49399	0.00634	63.80029	33.88209	46.04943	59.26091	14.29237	86.17587	0.82392	85.17213	66.10944	78.77403	70.49990	69.49936
2018-05-05 11:33:00	3590433799317661271	1.00000	10.52970	10.29845	11.58233	14.22366	7.01209	8.15072	8.64063	0.41635	62.24224	59.50515	64.59656	92.58193	65.26374	79.51350	21.67594	2.61170	46.75205	2.90808	59.45479	18.30015
2018-05-05 11:34:00	3590433799317661784	0.00000	9.49191	9.73430	6.75955	11.31995	5.26833	8.29006	11.47798	0.00015	60.91852	71.91374	61.25148	52.89101	45.10943	87.29033	31.67745	19.15545	58.97970	49.67091	83.38196	40.79998
2018-05-05 11:35:00	3590433799317662212	0.00000	10.57860	11.71618	7.32470	8.14268	7.44807	15.74663	11.12848	0.00026	43.86903	52.12694	23.02855	36.10751	3.28672	66.46354	42.29517	48.78962	41.01665	49.82192	52.32576	22.37779
2018-05-05 11:36:00	8630330696303481271	0.00000	10.49356	11.98950	7.47702	7.88400	13.30858	8.06256	9.96977	0.01790	50.65090	53.13811	40.19382	66.79574	44.60266	18.94773	84.06145	29.12498	64.08042	73.06094	57.77058	86.14504
2018-05-05 11:37:00	8630330696303482303	1.00000	12.49636	8.87181	9.51244	11.52353	10.87405	7.89434	7.59330	0.03881	46.29013	68.90616	48.28147	38.89397	43.55040	32.13040	72.49583	79.63022	5.03304	47.28089	89.00742	61.95812
2018-05-05 11:38:00	359043379931766478	1.00000	13.15026	13.44813	8.42164	8.26376	6.83442	13.37516	9.99099	0.00022	42.95074	50.23691	50.18912	28.38842	66.91504	32.06987	22.75354	7.88150	37.58042	15.37355	68.23295	68.55915
2018-05-05 11:39:00	863033069630348875	0.00000	5.58020	12.64997	11.59428	11.41103	7.13598	14.78655	10.99399	0.00071	79.19883	52.57466	61.94683	32.79466	97.35055	53.77105	21.53817	77.70324	7.90753	95.96500	47.24817	98.80936
2018-05-05 11:40:00	359043379931766189	0.00000	10.79022	12.04268	13.49727	8.61228	11.10674	13.18169	9.49199	0.00069	27.64132	46.45085	56.12467	52.90186	22.97505	58.82284	15.36453	54.77370	59.30758	50.00441	48.27632	69.36679
2018-05-05 11:41:00	863033069630348248	1.00000	9.61744	10.64443	13.94349	14.44485	4.95107	1.52934	8.94432	0.00133	51.68589	57.91670	55.70930	38.14858	86.97160	24.99308	21.60307	90.19040	71.82486	62.17491	59.26594	95.04915
2018-05-05 11:42:00	863033069630348974	0.00000	9.84625	12.92852	10.51619	7.88050	10.23141	12.41219	8.05772	0.00092	16.52274	55.85412	58.19588	6.97484	14.65867	18.27401	53.38772	91.96825	20.89034	13.80121	31.94458	97.53976
2018-05-05 11:43:00	8630330696303481982	1.00000	11.39282	12.10616	6.91643	10.22691	12.34734	6.38532	7.27787	0.02350	61.81714	45.42860	53.21169	62.37194	84.83182	12.43607	63.95520	22.47619	96.30290	30.90154	94.77345	96.32856
2018-05-05 11:44:00	3590433799317662030	1.00000	13.16100	9.17865	9.55706	12.89746	9.98252	9.55041	7.75408	0.01086	48.16675	29.10843	48.65410	50.21252	13.42253	80.14063	43.90379	66.53301	83.78697	4.62835	67.86375	4.18433
2018-05-05 11:45:00	863033069630348743	1.00000	12.90640	11.04755	10.58227	7.51898	11.48703	8.69248	11.15315	0.00123	60.14776	51.89066	62.67539	32.96099	80.62542	90.74349	52.77388	55.16715	33.58154	98.14424	56.80287	49.81777
2018-05-05 11:46:00	3590433799317661461	0.00000	10.20807	9.93276	16.48703	3.55227	8.30419	14.78536	9.48203	0.00091	65.89129	52.75614	62.88483	65.21997	87.42728	43.17675	32.09496	23.72171	18.79070	8.64128	50.20342	83.47370
2018-05-05 11:47:00	863033069630348818	1.00000	11.45702	12.47648	8.89976	8.03343	12.33920	8.70321	7.62314	0.08059	62.86774	46.16060	12.12811	0.21060	68.37642	2.65555	81.71468	97.60775	47.58052	40.43567	40.59072	2.75798
