latitude	longitude	store_name	code	location	imei
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	8630330696303481321
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	3590433799317661313
53.63333	9.85	Halstenbek	DE	Europe/Berlin	3590433799317661370
46.18396	6.10237	Onex	CH	Europe/Zurich	359043379931766080
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	863033069630348727
6.95194	121.96361	Recodo	PH	Asia/Manila	8630330696303481867
21.01858	-101.2591	Guanajuato	MX	America/Mexico_City	8630330696303482303
31.92923	34.86563	Ramla	IL	Asia/Jerusalem	3590433799317662196
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	8630330696303481883
43.61092	3.87723	Montpellier	FR	Europe/Paris	359043379931766064
-4.83	29.65806	Mwandiga	TZ	Africa/Dar_es_Salaam	3590433799317661487
33.35283	-111.78903	Gilbert	US	America/Phoenix	3590433799317662212
0.49113	29.47306	Beni	CD	Africa/Lubumbashi	3590433799317662303
42.97086	-82.42491	Port Huron	US	America/Detroit	3590433799317661016
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	8630330696303481255
40.67705	-73.89125	Cypress Hills	US	America/New_York	863033069630348420
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	8630330696303482329
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	359043379931766122
45.50369	11.412	Montecchio Maggiore-Alte Ceccato	IT	Europe/Rome	863033069630348479
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	863033069630348107
55.39485	43.83992	Arzamas	RU	Europe/Moscow	359043379931766346
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	8630330696303481321
39.43534	-84.20299	Lebanon	US	America/New_York	8630330696303481412
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	8630330696303482311
41.09822	120.74792	Nanpiao	CN	Asia/Shanghai	3590433799317662253
26.11527	86.59509	Supaul	IN	Asia/Kolkata	8630330696303481032
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	359043379931766874
37.16911	10.03478	El Alia	TN	Africa/Tunis	3590433799317662071
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	359043379931766338
6.84019	79.87116	Dehiwala-Mount Lavinia	LK	Asia/Colombo	863033069630348974
41.66394	-83.55521	Toledo	US	America/New_York	3590433799317662352
-21.44345	-65.71875	Tupiza	BO	America/La_Paz	359043379931766437
46.08333	122.08333	Ulanhot	CN	Asia/Shanghai	863033069630348644
6.95194	121.96361	Recodo	PH	Asia/Manila	8630330696303481446
39.12074	27.18052	Bergama	TR	Europe/Istanbul	359043379931766783
43.83125	5.03586	Cavaillon	FR	Europe/Paris	8630330696303482402
24.05979	77.40858	Leteri	IN	Asia/Kolkata	8630330696303481073
52.66277	-2.01111	Great Wyrley	GB	Europe/London	863033069630348883
40.34912	-111.90466	Saratoga Springs	US	America/Denver	8630330696303481404
-8.99167	125.21972	Maliana	TL	Asia/Dili	359043379931766247
51.40148	-1.32471	Newbury	GB	Europe/London	359043379931766387
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	863033069630348107
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	863033069630348826
47.92526	-97.03285	Grand Forks	US	America/Chicago	3590433799317661164
33.54428	-84.23381	Stockbridge	US	America/New_York	8630330696303481792
41.50343	-74.01042	Newburgh	US	America/New_York	3590433799317662477
45.53069	9.40531	Gorgonzola	IT	Europe/Rome	3590433799317662147
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	3590433799317661958
30.16688	-96.39774	Brenham	US	America/Chicago	863033069630348966
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	8630330696303481495
48.35693	10.98461	Friedberg	DE	Europe/Berlin	3590433799317661487
26.67319	31.4976	Juhaynah	EG	Africa/Cairo	3590433799317661396
38.06084	-97.92977	Hutchinson	US	America/Chicago	3590433799317662386
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	863033069630348065
12.25282	79.41727	Gingee	IN	Asia/Kolkata	863033069630348826
26.76628	83.36889	Gorakhpur	IN	Asia/Kolkata	863033069630348453
53.00974	-3.05814	Rhosllanerchrugog	GB	Europe/London	359043379931766379
-27.4338	-65.61427	Aguilares	AR	America/Argentina/Tucuman	3590433799317661859
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	3590433799317661768
40.70995	0.57856	Amposta	ES	Europe/Madrid	359043379931766700
23.02677	113.13148	Foshan	CN	Asia/Shanghai	3590433799317661891
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	359043379931766890
50.073658	14.418540	Praha	CZ	Europe/Prague	3590433799317661925
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	359043379931766387
6.8485	3.64633	Shagamu	NG	Africa/Lagos	863033069630348214
14.53767	46.83187	Ataq	YE	Asia/Aden	8630330696303482246
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	359043379931766833
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	863033069630348313
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	359043379931766650
32.35126	-95.30106	Tyler	US	America/Chicago	3590433799317661545
49.593777	17.250879	Olomouc	CZ	Europe/Prague	8630330696303481297
34.5624	38.28402	Tadmur	SY	Asia/Damascus	359043379931766460
38.45598	48.87498	Astara	AZ	Asia/Baku	3590433799317661628
53.16167	6.76111	Hoogezand	NL	Europe/Amsterdam	3590433799317662295
36.20829	-115.98391	Pahrump	US	America/Los_Angeles	863033069630348578
42.28639	18.84	Budva	ME	Europe/Podgorica	8630330696303481610
38.17492	-122.2608	American Canyon	US	America/Los_Angeles	863033069630348768
25.92493	73.66633	Sojat	IN	Asia/Kolkata	3590433799317662212
46.18396	6.10237	Onex	CH	Europe/Zurich	863033069630348842
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	3590433799317661388
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	8630330696303481594
37.51803	15.00913	Misterbianco	IT	Europe/Rome	863033069630348446
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	8630330696303481917
26.91756	-82.07842	Punta Gorda Isles	US	America/New_York	863033069630348065
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	8630330696303481503
-33.38056	-56.52361	Durazno	UY	America/Montevideo	3590433799317661800
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	359043379931766627
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	8630330696303481404
43.2907	5.4384	Marseille 11	FR	Europe/Paris	8630330696303481768
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	3590433799317661834
52.61131	13.31783	Hermsdorf	DE	Europe/Berlin	359043379931766031
50.7236	-3.52751	Exeter	GB	Europe/London	359043379931766387
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	8630330696303482121
42.7	27.25	Aytos	BG	Europe/Sofia	359043379931766478
33.7207	-116.21677	Indio	US	America/Los_Angeles	8630330696303481180
40.82232	-74.15987	Nutley	US	America/New_York	863033069630348958
35.89972	14.51472	Valletta	MT	Europe/Malta	863033069630348115
41.55947	14.66737	Campobasso	IT	Europe/Rome	863033069630348891
22.4711	88.1453	Pujali	IN	Asia/Kolkata	8630330696303481420
41.8542	-87.66561	Lower West Side	US	America/Chicago	8630330696303481289
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	8630330696303481578
9.91861	-68.30472	Tinaquillo	VE	America/Caracas	863033069630348495
50.20528	19.27498	Jaworzno	PL	Europe/Warsaw	3590433799317661834
-12.91667	-39.25	Muritiba	BR	America/Bahia	359043379931766122
56.03361	35.96944	Volokolamsk	RU	Europe/Moscow	8630330696303481008
5.20856	-74.73584	Honda	CO	America/Bogota	359043379931766288
52.86147	9.5926	Walsrode	DE	Europe/Berlin	3590433799317662329
37.05944	37.3825	Gaziantep	TR	Europe/Istanbul	359043379931766577
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	8630330696303481578
38.37255	34.02537	Aksaray	TR	Europe/Istanbul	359043379931766221
27.52948	68.75915	Khairpur Mir‚Äôs	PK	Asia/Karachi	863033069630348024
68.79833	16.54165	Harstad	NO	Europe/Oslo	863033069630348297
51.62907	-0.74934	High Wycombe	GB	Europe/London	8630330696303482410
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	8630330696303481305
29.53885	-95.44744	Fresno	US	America/Chicago	3590433799317661040
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	359043379931766346
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	8630330696303481495
19.32932	-98.1664	Contla	MX	America/Mexico_City	3590433799317662097
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	8630330696303481289
23.02677	113.13148	Foshan	CN	Asia/Shanghai	8630330696303482311
21.59983	71.21169	Amreli	IN	Asia/Kolkata	3590433799317662311
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	3590433799317662261
33.72255	-116.37697	Palm Desert	US	America/Los_Angeles	359043379931766247
26.18924	-98.15529	San Juan	US	America/Chicago	8630330696303481883
43.1122	12.38878	Perugia	IT	Europe/Rome	863033069630348008
52.41667	0.75	Thetford	GB	Europe/London	3590433799317662261
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	3590433799317661982
59.37722	28.19028	Narva	EE	Europe/Tallinn	8630330696303481727
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	863033069630348099
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	8630330696303481750
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	3590433799317661669
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	3590433799317661933
45.78071	12.84052	Portogruaro	IT	Europe/Rome	359043379931766643
48.52961	12.16179	Landshut	DE	Europe/Berlin	3590433799317661578
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	8630330696303481560
48.52961	12.16179	Landshut	DE	Europe/Berlin	3590433799317661321
4.94273	15.87735	Carnot	CF	Africa/Bangui	3590433799317661792
52.26083	7.00417	Losser	NL	Europe/Amsterdam	8630330696303482444
38.96372	-76.99081	Chillum	US	America/New_York	3590433799317661388
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	359043379931766163
45.44868	-73.81669	Pointe-Claire	CA	America/Toronto	8630330696303481057
51.24197	4.82313	Lille	BE	Europe/Brussels	359043379931766965
48.52961	12.16179	Landshut	DE	Europe/Berlin	863033069630348008
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	8630330696303481289
68.79833	16.54165	Harstad	NO	Europe/Oslo	863033069630348883
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	8630330696303481693
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	8630330696303482006
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	863033069630348883
41.72063	12.6723	Ariccia	IT	Europe/Rome	3590433799317662410
45.79377	8.88104	Malnate	IT	Europe/Rome	359043379931766122
9.535	-13.68778	Camayenne	GN	Africa/Conakry	3590433799317661552
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	8630330696303481362
50.23019	8.77155	Karben	DE	Europe/Berlin	863033069630348222
48.21644	9.02596	Albstadt	DE	Europe/Berlin	8630330696303481610
56.9083	60.8019	Beryozovsky	RU	Asia/Yekaterinburg	863033069630348776
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	3590433799317661990
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	359043379931766114
40.93121	-73.89875	Yonkers	US	America/New_York	8630330696303482485
48.28259	9.72749	Ehingen	DE	Europe/Berlin	3590433799317662121
40.65995	-111.99633	Kearns	US	America/Denver	863033069630348172
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City	8630330696303481016
41.27621	-72.86843	East Haven	US	America/New_York	3590433799317661784
19.8173	-97.35992	Teziutlan	MX	America/Mexico_City	3590433799317661594
36.65	138.31667	Suzaka	JP	Asia/Tokyo	3590433799317661107
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	8630330696303481057
5.6561	-75.87877	Andes	CO	America/Bogota	359043379931766445
-1.63333	13.58357	Franceville	GA	Africa/Libreville	863033069630348313
35.82756	137.95378	Ina	JP	Asia/Tokyo	3590433799317661727
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	8630330696303482360
24.96334	10.18003	Ghat	LY	Africa/Tripoli	359043379931766569
-6.8048	110.8405	Kudus	ID	Asia/Jakarta	3590433799317661636
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	3590433799317662329
9.89206	43.38531	Baki	SO	Africa/Mogadishu	8630330696303482485
43.11667	1.6	Pamiers	FR	Europe/Paris	3590433799317662048
34.31	-2.16	Jerada	MA	Africa/Casablanca	359043379931766718
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	8630330696303481974
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	3590433799317662048
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317662097
46.23899	-63.13414	Charlottetown	CA	America/Halifax	359043379931766296
42.30865	-83.48216	Canton	US	America/Detroit	8630330696303482071
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	3590433799317661321
36.65	138.31667	Suzaka	JP	Asia/Tokyo	8630330696303481958
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	3590433799317662394
43.4125	23.225	Montana	BG	Europe/Sofia	8630330696303481966
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	863033069630348552
31.28092	74.85849	Patti	IN	Asia/Kolkata	359043379931766239
36.20389	127.08472	Nonsan	KR	Asia/Seoul	3590433799317661131
42.7392	-84.62081	Waverly	US	America/Detroit	3590433799317661560
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	359043379931766239
37.60876	-77.37331	Mechanicsville	US	America/New_York	863033069630348362
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317662113
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	3590433799317661412
51.42708	-0.91979	Lower Earley	GB	Europe/London	3590433799317661636
49.68369	8.61839	Bensheim	DE	Europe/Berlin	863033069630348909
64.5635	39.8302	Severodvinsk	RU	Europe/Moscow	3590433799317661891
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	8630330696303481263
50.79205	-1.08593	Southsea	GB	Europe/London	8630330696303482063
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	863033069630348727
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	8630330696303481032
51.35084	-1.99421	Devizes	GB	Europe/London	8630330696303481305
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	8630330696303481198
36.06523	-119.01677	Porterville	US	America/Los_Angeles	863033069630348099
37.08819	-8.2503	Albufeira	PT	Europe/Lisbon	8630330696303481297
50.71229	4.52529	Rixensart	BE	Europe/Brussels	3590433799317662048
25.92493	73.66633	Sojat	IN	Asia/Kolkata	863033069630348800
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	3590433799317661594
34.15429	3.50309	Messaad	DZ	Africa/Algiers	3590433799317661180
44.89784	8.86374	Tortona	IT	Europe/Rome	359043379931766239
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	3590433799317661818
41.57721	-93.71133	West Des Moines	US	America/Chicago	8630330696303481842
9.15093	-79.62098	Chilibre	PA	America/Panama	8630330696303481628
53.7446	-0.33525	Kingston upon Hull	GB	Europe/London	3590433799317662097
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	3590433799317661271
42.7	27.25	Aytos	BG	Europe/Sofia	3590433799317661271
37.52487	-77.55777	Bon Air	US	America/New_York	8630330696303481420
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	3590433799317661842
32.54044	-82.90375	Dublin	US	America/New_York	3590433799317662030
-6.25	38.66667	Mvomero	TZ	Africa/Dar_es_Salaam	3590433799317661123
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	359043379931766247
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	8630330696303482337
41.72063	12.6723	Ariccia	IT	Europe/Rome	3590433799317661180
52.47774	10.5511	Gifhorn	DE	Europe/Berlin	3590433799317661065
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	8630330696303482147
14.0823	98.19151	Dawei	MM	Asia/Yangon	359043379931766916
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	863033069630348131
40.2737	-76.88442	Harrisburg	US	America/New_York	8630330696303482063
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	8630330696303482386
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	8630330696303481214
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	3590433799317662378
-8.66667	-35.71667	Catende	BR	America/Recife	3590433799317661750
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	8630330696303481818
6.15038	6.83042	Nkpor	NG	Africa/Lagos	359043379931766155
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	359043379931766221
58.1908	40.17171	Danilov	RU	Europe/Moscow	3590433799317662451
9.535	-13.68778	Camayenne	GN	Africa/Conakry	3590433799317662261
-30.60106	-71.19901	Ovalle	CL	America/Santiago	359043379931766098
22.75218	72.68533	Kheda	IN	Asia/Kolkata	863033069630348602
42.16808	-88.42814	Huntley	US	America/Chicago	8630330696303481164
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	8630330696303482139
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	359043379931766429
12.25282	79.41727	Gingee	IN	Asia/Kolkata	359043379931766296
55.82885	-4.21376	Rutherglen	GB	Europe/London	3590433799317662386
42.30865	-83.48216	Canton	US	America/Detroit	3590433799317662360
-19.65	47.31667	Antanifotsy	MG	Indian/Antananarivo	359043379931766130
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	359043379931766502
